name,iataCode,icaoCode,country,city,latitude,longitude,type
Hólmavík Airport,HVK,BIHK,IS,Hólmavík,65.704697,-21.6964,small_airport
Hornafjörður Airport,HFN,BIHN,IS,Höfn,64.295601,-15.2272,medium_airport
Húsavík Airport,HZK,BIHU,IS,Húsavík,65.952301,-17.426001,medium_airport
Ísafjörður Airport,IFJ,BIIS,IS,Ísafjörður,66.058098,-23.1353,medium_airport
Keflavik International Airport,KEF,BIKF,IS,Reykjavík,63.985001,-22.6056,large_airport
Kópasker Airport,OPA,BIKP,IS,Kópasker,66.310799,-16.4667,small_airport
Sauðárkrókur Airport,SAK,BIKR,IS,Sauðárkrókur,65.73169708249999,-19.5727996826,small_airport
Norðfjörður Airport,NOR,BINF,IS,Norðfjörður,65.131897,-13.7464,small_airport
Ólafsfjörður Airport,OFJ,BIOF,IS,Ólafsfjörður,66.083298,-18.6667,small_airport
Patreksfjörður Airport,PFJ,BIPA,IS,Patreksfjörður,65.555801,-23.965,small_airport
Reykhólar Airport,RHA,BIRE,IS,Reykhólar,65.45262908935547,-22.20611572265625,small_airport
Rif Airport,OLI,BIRF,IS,Rif,64.9114,-23.823099,small_airport
Raufarhöfn Airport,RFN,BIRG,IS,Raufarhöfn,66.406403,-15.9183,small_airport
Reykjavík Domestic Airport,RKV,BIRK,IS,Reykjavík,64.128732,-21.93759,medium_airport
Reykjahlíð Airport,MVA,BIRL,IS,Myvatn,65.6558,-16.9181,small_airport
Siglufjörður Airport,SIJ,BISI,IS,Siglufjörður,66.137847,-18.908157,medium_airport
Stykkishólmur Airport,SYK,BIST,IS,Stykkishólmur,65.058851,-22.764616,small_airport
Þingeyri Airport,TEY,BITE,IS,Þingeyri,65.8703,-23.559999,small_airport
Þórshöfn Airport,THO,BITN,IS,Þórshöfn,66.218498,-15.3356,small_airport
Vestmannaeyjar Airport,VEY,BIVM,IS,Vestmannaeyjar,63.42430114746094,-20.27890014648437,medium_airport
Vopnafjörður Airport,VPN,BIVO,IS,Vopnafjörður,65.720596,-14.8506,small_airport
Priština Adem Jashari International Airport,PRN,BKPR,XK,Prishtina,42.5728,21.035801,medium_airport
Bella Bella (Campbell Island) Airport,ZEL,CBBC,CA,Bella Bella,52.185001,-128.156994,medium_airport
Shaoguan Danxia Airport,HSC,ZGSG,CN,Shaoguan,24.9786,113.420998,medium_airport
Lishui Airport,LIJ,ZSLI,CN,Lishui (Liandu),28.3727,119.839,small_airport
Arctic Bay Airport,YAB,CYAB,CA,Arctic Bay,73.006101,-85.04616,small_airport
Cat Lake Airport,YAC,CYAC,CA,Cat Lake,51.7272,-91.824402,small_airport
La Grande-3 Airport,YAR,CYAD,CA,La Grande-3,53.5717010498,-76.19640350339999,small_airport
Fort Frances Municipal Airport,YAG,CYAG,CA,Fort Frances,48.655749,-93.44349,medium_airport
La Grande-4 Airport,YAH,CYAH,CA,La Grande-4,53.754699707,-73.6753005981,medium_airport
Alert Bay Airport,YAL,CYAL,CA,Alert Bay,50.582199,-126.916,small_airport
Sault Ste Marie Airport,YAM,CYAM,CA,Sault Ste Marie,46.483216,-84.508467,medium_airport
Kasabonika Airport,XKS,CYAQ,CA,Kasabonika,53.52470016479492,-88.6427993774414,medium_airport
Kangirsuk Airport,YKG,CYAS,CA,Kangirsuk,60.027199,-69.999199,small_airport
Attawapiskat Airport,YAT,CYAT,CA,Attawapiskat,52.927502,-82.4319,small_airport
St. Anthony Airport,YAY,CYAY,CA,St. Anthony,51.391909,-56.08321,medium_airport
Tofino / Long Beach Airport,YAZ,CYAZ,CA,Tofino,49.079833,-125.775583,medium_airport
Banff Airport,YBA,CYBA,CA,Banff,51.208222,-115.540624,small_airport
Kugaaruk Airport,YBB,CYBB,CA,Kugaaruk,68.535711,-89.805508,small_airport
Baie-Comeau Airport,YBC,CYBC,CA,Baie-Comeau,49.1325,-68.204399,medium_airport
Bella Coola Airport,QBC,CYBD,CA,Bella Coola,52.387501,-126.596001,medium_airport
Uranium City Airport,YBE,CYBE,CA,Uranium City,59.561401,-108.481003,small_airport
Bonnyville Airport,YBY,CYBF,CA,Bonnyville,54.304199,-110.744003,medium_airport
CFB Bagotville / Saguenay-Bagotville Airport,YBG,CYBG,CA,La Baie,48.331908,-70.992909,medium_airport
Baker Lake Airport,YBK,CYBK,CA,Baker Lake,64.29889678960001,-96.077796936,medium_airport
Campbell River Airport,YBL,CYBL,CA,Campbell River,49.950802,-125.271004,medium_airport
Tadoule Lake Airport,XTL,CYBQ,CA,Tadoule Lake,58.706308,-98.511057,small_airport
Brandon Municipal Airport,YBR,CYBR,CA,Brandon,49.91,-99.951897,medium_airport
Brochet Airport,YBT,CYBT,CA,Brochet,57.8894,-101.679001,small_airport
Berens River Airport,YBV,CYBV,CA,Berens River,52.358898,-97.018303,small_airport
Lourdes-de-Blanc-Sablon Airport,YBX,CYBX,CA,Blanc-Sablon,51.4436,-57.185299,medium_airport
Cartwright Airport,YRF,CYCA,CA,Cartwright,53.682501,-57.042303,small_airport
Cambridge Bay Airport,YCB,CYCB,CA,Cambridge Bay,69.1081008911,-105.138000488,medium_airport
Cornwall Regional Airport,YCC,CYCC,CA,Cornwall,45.092637,-74.567724,medium_airport
Nanaimo Airport,YCD,CYCD,CA,Nanaimo,49.05497,-123.869863,medium_airport
Centralia / James T. Field Memorial Aerodrome,YCE,CYCE,CA,Huron Park,43.285599,-81.508301,medium_airport
Castlegar/West Kootenay Regional Airport,YCG,CYCG,CA,Castlegar,49.296398,-117.632004,medium_airport
Miramichi Airport,YCH,CYCH,CA,Miramichi,47.007801,-65.449203,medium_airport
Chatham Kent Airport,XCM,CYCK,CA,Chatham-Kent,42.3064002991,-82.0819015503,small_airport
Charlo Airport,YCL,CYCL,CA,Charlo,47.990799,-66.330299,medium_airport
Cochrane Airport,YCN,CYCN,CA,Cochrane,49.10559844970703,-81.01360321044922,medium_airport
Kugluktuk Airport,YCO,CYCO,CA,Kugluktuk,67.816408,-115.14307,small_airport
Chetwynd Airport,YCQ,CYCQ,CA,Chetwynd,55.687198638916016,-121.6269989013672,medium_airport
Cross Lake (Charlie Sinclair Memorial) Airport,YCR,CYCR,CA,Cross Lake,54.609758,-97.762442,small_airport
Chesterfield Inlet Airport,YCS,CYCS,CA,Chesterfield Inlet,63.346901,-90.731102,small_airport
Coronation Airport,YCT,CYCT,CA,Coronation,52.0750007629,-111.444999695,small_airport
Chilliwack Airport,YCW,CYCW,CA,Chilliwack,49.153157,-121.939309,small_airport
Clyde River Airport,YCY,CYCY,CA,Clyde River,70.486099,-68.516701,small_airport
Fairmont Hot Springs Airport,YCZ,CYCZ,CA,Fairmont Hot Springs,50.331052,-115.873739,small_airport
Dawson City Airport,YDA,CYDA,CA,Dawson City,64.04309844970703,-139.1280059814453,medium_airport
Burwash Airport,YDB,CYDB,CA,Burwash Landing,61.371101,-139.041,medium_airport
Deer Lake Airport,YDF,CYDF,CA,Deer Lake,49.2108,-57.391399,medium_airport
Dease Lake Airport,YDL,CYDL,CA,Dease Lake,58.422199,-130.031998,small_airport
Ross River Airport,XRR,CYDM,CA,Ross River,61.9706001282,-132.42300415,medium_airport
Dauphin Barker Airport,YDN,CYDN,CA,Dauphin,51.1008,-100.052002,medium_airport
Dolbeau-Saint-Felicien Airport,YDO,CYDO,CA,Dolbeau-Saint-Felicien,48.7785,-72.375,medium_airport
Nain Airport,YDP,CYDP,CA,Nain,56.550778,-61.682224,small_airport
Dawson Creek Airport,YDQ,CYDQ,CA,Dawson Creek,55.741245,-120.183263,medium_airport
Edmonton International Airport,YEG,CYEG,CA,Edmonton,53.3097,-113.580002,large_airport
Arviat Airport,YEK,CYEK,CA,Arviat,61.0942,-94.070801,small_airport
Elliot Lake Municipal Airport,YEL,CYEL,CA,Elliot Lake,46.351398468,-82.5614013672,medium_airport
Manitoulin East Municipal Airport,YEM,CYEM,CA,Sheguiandah,45.842435,-81.857595,medium_airport
Estevan Airport,YEN,CYEN,CA,Estevan,49.2103004456,-102.966003418,medium_airport
Fort Severn Airport,YER,CYER,CA,Fort Severn,56.018902,-87.676102,small_airport
Edson Airport,YET,CYET,CA,Edson,53.5788993835,-116.464996338,medium_airport
Eureka Airport,YEU,CYEU,CA,Eureka,79.9946975708,-85.814201355,small_airport
Inuvik Mike Zubko Airport,YEV,CYEV,CA,Inuvik,68.30419921880001,-133.483001709,medium_airport
Amos/Magny Airport,YEY,CYEY,CA,Amos,48.563903,-78.249702,medium_airport
Fort Albany Airport,YFA,CYFA,CA,Fort Albany,52.203451,-81.695194,small_airport
Iqaluit Airport,YFB,CYFB,CA,Iqaluit,63.756402,-68.555801,medium_airport
Fredericton Airport,YFC,CYFC,CA,Fredericton,45.868900299072266,-66.53720092773438,medium_airport
Forestville Airport,YFE,CYFE,CA,Forestville,48.74610137939453,-69.09719848632812,medium_airport
Fort Hope Airport,YFH,CYFH,CA,Fort Hope,51.561901,-87.907799,small_airport
Mont-Tremblant International Airport,YTM,CYFJ,CA,La Macaza,46.409401,-74.779999,medium_airport
Flin Flon Airport,YFO,CYFO,CA,Flin Flon,54.678101,-101.681999,small_airport
Fort Resolution Airport,YFR,CYFR,CA,Fort Resolution,61.1808013916,-113.690002441,medium_airport
Fort Simpson Airport,YFS,CYFS,CA,Fort Simpson,61.76020050048828,-121.23699951171876,medium_airport
Makkovik Airport,YMN,CYFT,CA,Makkovik,55.077335,-59.187942,small_airport
Texada Gillies Bay Airport,YGB,CYGB,CA,Texada,49.694341,-124.518099,small_airport
Fort Good Hope Airport,YGH,CYGH,CA,Fort Good Hope,66.240658,-128.647757,small_airport
Kingston Norman Rogers Airport,YGK,CYGK,CA,Kingston,44.2253,-76.596901,medium_airport
La Grande Rivière Airport,YGL,CYGL,CA,La Grande Rivière,53.625301361083984,-77.7042007446289,medium_airport
Gimli Industrial Park Airport,YGM,CYGM,CA,Gimli,50.62810134887695,-97.04329681396484,medium_airport
Gods Lake Narrows Airport,YGO,CYGO,CA,Gods Lake Narrows,54.55768,-94.490061,small_airport
Michel-Pouliot Gaspé Airport,YGP,CYGP,CA,Gaspé,48.774915,-64.481893,medium_airport
Geraldton Greenstone Regional Airport,YGQ,CYGQ,CA,Geraldton,49.77830123901367,-86.93939971923828,medium_airport
Îles-de-la-Madeleine Airport,YGR,CYGR,CA,Les Îles-de-la-Madeleine,47.425242,-61.778612,medium_airport
Igloolik Airport,YGT,CYGT,CA,Igloolik,69.3647,-81.816101,small_airport
Havre-Saint-Pierre Airport,YGV,CYGV,CA,Havre-Saint-Pierre,50.281898,-63.611401,medium_airport
Kuujjuarapik Airport,YGW,CYGW,CA,Kuujjuarapik,55.28189849853516,-77.76529693603516,medium_airport
Gillam Airport,YGX,CYGX,CA,Gillam,56.35712,-94.711504,small_airport
Grise Fiord Airport,YGZ,CYGZ,CA,Grise Fiord,76.425823,-82.908583,small_airport
Quaqtaq Airport,YQC,CYHA,CA,Quaqtaq,61.046398,-69.617798,small_airport
Hudson Bay Airport,YHB,CYHB,CA,Hudson Bay,52.8166999817,-102.310997009,small_airport
Dryden Regional Airport,YHD,CYHD,CA,Dryden,49.831699,-92.744202,medium_airport
Hope Airport / FVRD Regional Airpark,YHE,CYHE,CA,Hope,49.368865,-121.49495,small_airport
Hearst René Fontaine Municipal Airport,YHF,CYHF,CA,Hearst,49.71419906616211,-83.68609619140625,medium_airport
Nemiscau Airport,YNS,CYHH,CA,Nemiscau,51.691101,-76.135597,small_airport
Ulukhaktok Holman Airport,YHI,CYHI,CA,Ulukhaktok,70.762802,-117.806,small_airport
Gjoa Haven Airport,YHK,CYHK,CA,Gjoa Haven,68.635597,-95.849701,small_airport
John C. Munro Hamilton International Airport,YHM,CYHM,CA,Hamilton,43.1735992432,-79.93499755859999,medium_airport
Hornepayne Municipal Airport,YHN,CYHN,CA,Hornepayne,49.19309997558594,-84.75890350341797,medium_airport
Hopedale Airport,YHO,CYHO,CA,Hopedale,55.448757,-60.228124,small_airport
Poplar Hill Airport,YHP,CYHP,CA,Poplar Hill,52.1133,-94.2556,small_airport
Chevery Airport,YHR,CYHR,CA,Chevery,50.468322,-59.637823,small_airport
Haines Junction Airport,YHT,CYHT,CA,Haines Junction,60.7892,-137.546005,medium_airport
Montréal / Saint-Hubert Metropolitan Airport,YHU,CYHU,CA,Montréal,45.517502,-73.416901,medium_airport
Hay River / Merlyn Carter Airport,YHY,CYHY,CA,Hay River,60.8396987915,-115.782997131,medium_airport
Halifax / Stanfield International Airport,YHZ,CYHZ,CA,Halifax,44.8807983398,-63.5085983276,large_airport
Atikokan Municipal Airport,YIB,CYIB,CA,Atikokan,48.7738990784,-91.6386032104,medium_airport
Digby / Annapolis Regional Airport,YDG,CYID,CA,Digby,44.5458450365,-65.7854247093,medium_airport
St Augustin Airport,YIF,CYIF,CA,St-Augustin,51.2117,-58.658298,medium_airport
Ivujivik Airport,YIK,CYIK,CA,Ivujivik,62.417301,-77.925301,small_airport
Pond Inlet Airport,YIO,CYIO,CA,Pond Inlet,72.689494,-77.968941,small_airport
Island Lake Airport,YIV,CYIV,CA,Island Lake,53.857200622558594,-94.65360260009766,medium_airport
Jasper Airport,YJA,CYJA,CA,Jasper,52.996418,-118.060233,small_airport
Fort Liard Airport,YJF,CYJF,CA,Fort Liard,60.2358016968,-123.46900177,medium_airport
St Jean Airport,YJN,CYJN,CA,St Jean,45.29439926147461,-73.28109741210938,medium_airport
Dymond Airport,YJT,CYJT,CA,Stephenville,48.544201,-58.549999,medium_airport
Kamloops John Moose Fulton Field Regional Airport,YKA,CYKA,CA,Kamloops,50.703038,-120.448641,medium_airport
Collins Bay Airport,YKC,CYKC,CA,Collins Bay,58.2360992432,-103.678001404,small_airport
Aklavik/Freddie Carmichael Airport,LAK,CYKD,CA,Aklavik,68.223297,-135.00599,small_airport
Region of Waterloo International Airport,YKF,CYKF,CA,Breslau,43.4608,-80.378601,medium_airport
Kangiqsujuaq (Wakeham Bay) Airport,YWB,CYKG,CA,Kangiqsujuaq,61.5886,-71.929398,small_airport
Key Lake Airport,YKJ,CYKJ,CA,Key Lake,57.25609970092773,-105.61799621582033,medium_airport
Schefferville Airport,YKL,CYKL,CA,Schefferville,54.805301666259766,-66.8052978515625,medium_airport
Kincardine Municipal Airport,YKD,CYKM,CA,Kincardine,44.201401,-81.606697,medium_airport
Akulivik Airport,AKV,CYKO,CA,Akulivik,60.8186,-78.148598,small_airport
Ogoki Post Airport,YOG,CYKP,CA,Ogoki Post,51.6585998535,-85.9017028809,small_airport
Waskaganish Airport,YKQ,CYKQ,CA,Waskaganish,51.473301,-78.758301,small_airport
Kirkland Lake Airport,YKX,CYKX,CA,Kirkland Lake,48.21030044555664,-79.98139953613281,medium_airport
Kindersley Airport,YKY,CYKY,CA,Kindersley,51.5175018311,-109.180999756,medium_airport
Aupaluk Airport,YPJ,CYLA,CA,Aupaluk,59.2967,-69.599701,small_airport
Lac La Biche Airport,YLB,CYLB,CA,Lac La Biche,54.7703018188,-112.031997681,small_airport
Kimmirut Airport,YLC,CYLC,CA,Kimmirut,62.848253,-69.877853,small_airport
Chapleau Airport,YLD,CYLD,CA,Chapleau,47.81999969482422,-83.3467025756836,medium_airport
Lansdowne House Airport,YLH,CYLH,CA,Lansdowne House,52.195599,-87.934196,small_airport
Meadow Lake Airport,YLJ,CYLJ,CA,Meadow Lake,54.125301361083984,-108.52300262451172,medium_airport
Lutselk'e Airport,YSG,CYLK,CA,Lutselk'e,62.417823,-110.682793,small_airport
Lloydminster Airport,YLL,CYLL,CA,Lloydminster,53.3092,-110.072998,medium_airport
La Tuque Airport,YLQ,CYLQ,CA,La Tuque,47.4096984863,-72.7889022827,small_airport
Leaf Rapids Airport,YLR,CYLR,CA,Leaf Rapids,56.513301849365234,-99.98529815673828,medium_airport
Barrie-Lake Simcoe Regional Airport,YLK,CYLS,CA,Barrie,44.485056,-79.554663,medium_airport
Alert Airport,YLT,CYLT,CA,Alert,82.517799,-62.280602,medium_airport
Kangiqsualujjuaq (Georges River) Airport,XGR,CYLU,CA,Kangiqsualujjuaq,58.711399,-65.992798,small_airport
Kelowna International Airport,YLW,CYLW,CA,Kelowna,49.9561,-119.377998,medium_airport
Mayo Airport,YMA,CYMA,CA,Mayo,63.61640167236328,-135.8679962158203,medium_airport
Matane Airport,YME,CYME,CA,Matane,48.85689926147461,-67.45330047607422,medium_airport
Manitouwadge Airport,YMG,CYMG,CA,Manitouwadge,49.08390045166016,-85.86060333251953,medium_airport
Mary's Harbour Airport,YMH,CYMH,CA,Mary's Harbour,52.302837,-55.847433,small_airport
Moose Jaw Air Vice Marshal C. M. McEwen Airport,YMJ,CYMJ,CA,Moose Jaw,50.330299377441406,-105.55899810791016,medium_airport
Charlevoix Airport,YML,CYML,CA,Charlevoix,47.59749984741211,-70.2238998413086,medium_airport
Fort McMurray Airport,YMM,CYMM,CA,Fort McMurray,56.653301239,-111.222000122,medium_airport
Moosonee Airport,YMO,CYMO,CA,Moosonee,51.29109954833984,-80.60780334472656,medium_airport
Chapais Airport,YMT,CYMT,CA,Chibougamau,49.77190017700195,-74.5280990600586,medium_airport
Umiujaq Airport,YUD,CYMU,CA,Umiujaq,56.536098,-76.518303,small_airport
Maniwaki Airport,YMW,CYMW,CA,Messines,46.2728,-75.990601,small_airport
Montreal International (Mirabel) Airport,YMX,CYMX,CA,Montréal,45.679501,-74.038696,medium_airport
Natashquan Airport,YNA,CYNA,CA,Natashquan,50.190114,-61.78898,medium_airport
Wemindji Airport,YNC,CYNC,CA,Wemindji,53.010601,-78.8311,small_airport
Ottawa / Gatineau Airport,YND,CYND,CA,Gatineau,45.521702,-75.563599,medium_airport
Norway House Airport,YNE,CYNE,CA,Norway House,53.958302,-97.8442,small_airport
Hudson's Hope Airport,YNH,CYNH,CA,Hudson's Hope,56.035142,-121.978326,small_airport
Langley Airport,YLY,CYNJ,CA,Langley,49.1008,-122.630997,medium_airport
Points North Landing Airport,YNL,CYNL,CA,Points North Landing,58.27669906616211,-104.08200073242188,medium_airport
Matagami Airport,YNM,CYNM,CA,Matagami,49.76169967651367,-77.80280303955078,medium_airport
Fort Mackay / Horizon Airport,HZP,CYNR,CA,Fort Mackay,57.381699,-111.700996,small_airport
Ekati Airport,YOA,CYOA,CA,Ekati,64.6988983154,-110.614997864,medium_airport
Old Crow Airport,YOC,CYOC,CA,Old Crow,67.570602,-139.839005,small_airport
CFB Cold Lake,YOD,CYOD,CA,Cold Lake,54.40499877929688,-110.27899932861328,medium_airport
Oxford House Airport,YOH,CYOH,CA,Oxford House,54.9333,-95.2789,small_airport
High Level Airport,YOJ,CYOJ,CA,High Level,58.62139892578125,-117.16500091552734,medium_airport
Oshawa Executive Airport,YOO,CYOO,CA,Oshawa,43.922798,-78.894997,medium_airport
Rainbow Lake Airport,YOP,CYOP,CA,Rainbow Lake,58.491402,-119.407997,medium_airport
Owen Sound / Billy Bishop Regional Airport,YOS,CYOS,CA,Owen Sound,44.5903015137,-80.8375015259,medium_airport
Ottawa Macdonald-Cartier International Airport,YOW,CYOW,CA,Ottawa,45.322498,-75.669197,large_airport
Prince Albert Glass Field,YPA,CYPA,CA,Prince Albert,53.2141990662,-105.672996521,medium_airport
Paulatuk (Nora Aliqatchialuk Ruben) Airport,YPC,CYPC,CA,Paulatuk,69.360838,-124.07547,small_airport
Port Hawkesbury Airport,YPS,CYPD,CA,Port Hawkesbury,45.6567001343,-61.3680992126,medium_airport
Peace River Airport,YPE,CYPE,CA,Peace River,56.226898,-117.446999,medium_airport
Portage-la-Prairie / Southport Airport,YPG,CYPG,CA,Portage la Prairie,49.903099,-98.273817,medium_airport
Inukjuak Airport,YPH,CYPH,CA,Inukjuak,58.471901,-78.076897,small_airport
Pickle Lake Airport,YPL,CYPL,CA,Pickle Lake,51.4463996887207,-90.21420288085938,medium_airport
Pikangikum Airport,YPM,CYPM,CA,Pikangikum,51.819698,-93.973297,small_airport
Port-Menier Airport,YPN,CYPN,CA,Port-Menier,49.836399,-64.288597,medium_airport
Peawanuck Airport,YPO,CYPO,CA,Peawanuck,54.987932,-85.442648,small_airport
Peterborough Municipal Airport,YPQ,CYPQ,CA,Peterborough,44.23,-78.363297,medium_airport
Prince Rupert Airport,YPR,CYPR,CA,Prince Rupert,54.2860984802,-130.445007324,medium_airport
Powell River Airport,YPW,CYPW,CA,Powell River,49.83420181274414,-124.5,medium_airport
Puvirnituq Airport,YPX,CYPX,CA,Puvirnituq,60.050598,-77.286903,medium_airport
Fort Chipewyan Airport,YPY,CYPY,CA,Fort Chipewyan,58.7672004699707,-111.11699676513672,medium_airport
Burns Lake Airport,YPZ,CYPZ,CA,Burns Lake,54.3764,-125.950996,medium_airport
Muskoka Airport,YQA,CYQA,CA,Gravenhurst,44.975376,-79.306546,medium_airport
Quebec Jean Lesage International Airport,YQB,CYQB,CA,Quebec,46.7911,-71.393303,large_airport
The Pas Airport,YQD,CYQD,CA,The Pas,53.97140121459961,-101.09100341796876,medium_airport
Red Deer Regional Airport,YQF,CYQF,CA,Springbrook,52.182201,-113.893997,medium_airport
Windsor Airport,YQG,CYQG,CA,Windsor,42.27560043334961,-82.95559692382812,medium_airport
Watson Lake Airport,YQH,CYQH,CA,Watson Lake,60.116839,-128.821993,medium_airport
Yarmouth Airport,YQI,CYQI,CA,Yarmouth,43.82690048217773,-66.08809661865234,medium_airport
Kenora Airport,YQK,CYQK,CA,Kenora,49.78829956054688,-94.36309814453124,medium_airport
Lethbridge County Airport,YQL,CYQL,CA,Lethbridge,49.6302986145,-112.800003052,medium_airport
Greater Moncton Roméo LeBlanc International Airport,YQM,CYQM,CA,Moncton,46.112202,-64.678596,medium_airport
Nakina Airport,YQN,CYQN,CA,Nakina,50.18280029296875,-86.69640350341797,medium_airport
Comox Valley Airport / CFB Comox,YQQ,CYQQ,CA,Comox,49.7108,-124.887001,medium_airport
Regina International Airport,YQR,CYQR,CA,Regina,50.43190002441406,-104.66600036621094,medium_airport
St Thomas Municipal Airport,YQS,CYQS,CA,St Thomas,42.77000045776367,-81.11080169677734,medium_airport
Thunder Bay Airport,YQT,CYQT,CA,Thunder Bay,48.37189865112305,-89.32389831542969,medium_airport
Grande Prairie Airport,YQU,CYQU,CA,Grande Prairie,55.1796989441,-118.885002136,medium_airport
Yorkton Municipal Airport,YQV,CYQV,CA,Yorkton,51.26470184326172,-102.46199798583984,medium_airport
North Battleford Airport,YQW,CYQW,CA,North Battleford,52.769409,-108.243742,medium_airport
Gander International Airport / CFB Gander,YQX,CYQX,CA,Gander,48.936258,-54.567719,medium_airport
Sydney / J.A. Douglas McCurdy Airport,YQY,CYQY,CA,Sydney,46.1614,-60.047798,medium_airport
Quesnel Airport,YQZ,CYQZ,CA,Quesnel,53.026100158691406,-122.51000213623048,medium_airport
Rae Lakes Airport,YRA,CYRA,CA,Gamètì,64.116096,-117.309998,small_airport
Resolute Bay Airport,YRB,CYRB,CA,Resolute Bay,74.7169036865,-94.9693984985,medium_airport
Rivière-du-Loup Airport,YRI,CYRI,CA,Rivière-du-Loup,47.76440048217773,-69.58470153808594,medium_airport
Roberval Airport,YRJ,CYRJ,CA,Roberval,48.519665,-72.265735,medium_airport
Red Lake Airport,YRL,CYRL,CA,Red Lake,51.06689834594727,-93.79309844970705,medium_airport
Rocky Mountain House Airport,YRM,CYRM,CA,Rocky Mountain House,52.4296989441,-114.903999329,small_airport
Ottawa / Rockcliffe Airport,YRO,CYRO,CA,Ottawa,45.4603004456,-75.64610290530001,medium_airport
Trois-Rivières Airport,YRQ,CYRQ,CA,Trois-Rivières,46.35279846191406,-72.67939758300781,medium_airport
Red Sucker Lake Airport,YRS,CYRS,CA,Red Sucker Lake,54.167198,-93.557198,small_airport
Rankin Inlet Airport,YRT,CYRT,CA,Rankin Inlet,62.8114013672,-92.1157989502,medium_airport
Revelstoke Airport,YRV,CYRV,CA,Revelstoke,50.962245,-118.184258,medium_airport
Sudbury Airport,YSB,CYSB,CA,Sudbury,46.625,-80.79889678955078,medium_airport
Sherbrooke Airport,YSC,CYSC,CA,Sherbrooke,45.438599,-71.691399,medium_airport
Squamish Airport,YSE,CYSE,CA,Squamish,49.7817001343,-123.162002563,small_airport
Stony Rapids Airport,YSF,CYSF,CA,Stony Rapids,59.250301361083984,-105.84100341796876,medium_airport
Smiths Falls-Montague (Russ Beach) Airport,YSH,CYSH,CA,Smiths Falls,44.945801,-75.940598,medium_airport
Saint John Airport,YSJ,CYSJ,CA,Saint John,45.31610107421875,-65.89029693603516,medium_airport
